customer_ref,application_id,application_hour,application_day_of_week,account_open_year,preferred_contact,referral_code,account_status_code,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index
100688,568726,2,1,2015,Email,REF0000,A01,6,3,1,0,54,27200.0,7.6,Full-time,High School,Married,1,2267.0,620.51,511.53,0.499,0.4994294117647059,0.226,0.441,19889.1,19889.1,25210.9,1132.04,13584.48,0.39705882352941174,30689.1,1134.63,IL,5.5,65000.0,1550.0,93.0,82.0,Personal,10800.0,24,12.62,Major Purchase,0.0,Online,1062,H,721,13,17.9,214.79999999999998,45100.0,1.0,3,3,0,0,0.539
100689,615811,13,1,2021,Phone,REF5857,Active1,5,0,1,1,23,20000.0,2.1,Full-time,Some College,Single,0,1666.67,151.14,241.72,0.236,0.235716,0.145,0.184,10911.2,10911.2,48388.8,392.86,4714.32,0.465,20211.2,1273.81,TX,4.5,61000.0,1680.0,102.0,79.0,Personal,9300.0,48,11.3,Medical,0.0,Online,1000,U,712,2,3.5,42.0,59300.0,0.0,1,1,0,0,0.249
100690,643833,4,6,2015,Email,REF0000,Active2,5,2,0,1,21,49100.0,2.0,Unknown,Some College,Single,1,4092.0,1477.52,53.98,0.374,0.3742973523421589,0.013,0.318,16249.8,16249.8,34850.2,1531.5,18378.0,0.034623217922606926,17949.8,2560.17,MO,4.0,55000.0,1450.0,92.0,77.0,Personal,1700.0,36,8.9,Other,0.0,Broker,1060,O,659,7,3.0,36.0,51100.0,0.0,1,1,0,0,0.282
100691,634288,2,3,2015,Email,REF0000,Active,8,1,1,1,45,38400.0,12.3,Contract,Bachelor,Married,1,3200.0,322.96,647.1,0.303,0.30314375,0.202,0.095,5063.5,5063.5,48236.5,970.06,11640.72,0.5130208333333334,24763.5,2229.94,MI,5.5,57000.0,1200.0,91.0,77.0,Personal,19700.0,36,11.23,Major Purchase,0.0,Online,1075,Y,679,7,11.5,138.0,53300.0,0.0,2,2,0,0,0.208
100692,595105,22,2,2022,Phone,REF0000,A01,9,3,1,1,50,38200.0,0.3,Full-time,Bachelor,Married,0,3183.0,239.56,300.0,0.169,0.16949528795811517,0.094,0.593,63095.2,63095.2,43304.8,539.56,6474.719999999999,0.2617801047120419,73095.2,2643.77,NJ,4.8,82000.0,1980.0,138.0,117.0,Credit Card,10000.0,0,17.71,Revolving Credit,0.0,Online,1015,X,769,13,2.3,27.599999999999998,106400.0,0.0,4,4,0,0,0.225
100693,551689,20,5,2023,Mail,REF0000,Active3,17,2,1,1,51,60500.0,8.3,Full-time,Graduate,Married,0,5041.67,747.49,857.2,0.318,0.3182856198347107,0.17,0.248,39704.8,39704.8,120395.2,1604.69,19256.28,1.8859504132231404,153804.8,3436.98,MD,4.3,84000.0,2130.0,135.0,110.0,Mortgage,114100.0,180,4.23,Home Purchase,0.709,Online,1082,R,792,7,6.6,79.19999999999999,160100.0,0.0,2,2,0,0,0.157
100694,605876,13,1,2022,Email,REF0000,Active2,8,5,0,0,29,32500.0,11.1,Full-time,Some College,Married,1,2708.33,183.9,768.13,0.352,0.3515187692307692,0.284,0.393,18156.6,18156.6,28043.4,952.03,11424.36,0.7107692307692308,41256.6,1756.3,NY,5.1,72000.0,1700.0,147.0,117.0,Personal,23100.0,36,12.08,Medical,0.0,Online,997,O,751,18,11.0,132.0,46200.0,0.0,4,4,0,0,0.504
100695,632215,23,0,2018,Email,REF0000,Active2,7,3,1,1,40,34900.0,2.9,Full-time,Some College,Divorced,1,2908.33,333.91,305.97,0.22,0.22001604584527223,0.105,0.451,29044.4,29044.4,35355.6,639.88,7678.560000000001,0.2693409742120344,38444.4,2268.45,PA,4.4,61000.0,1380.0,91.0,85.0,Personal,9400.0,36,10.6,Debt Consolidation,0.0,Branch,1009,M,720,10,7.7,92.4,64400.0,0.0,4,4,0,0,0.249
100696,572679,15,1,2012,Phone,REF0000,A01,4,2,1,0,30,24100.0,12.4,Full-time,Some College,Single,0,2008.33,167.07,1866.35,1.012,1.0124912863070539,0.929,0.283,7244.8,7244.8,18355.2,2033.42,24401.039999999997,9.095435684647303,226444.8,-25.09,NY,5.1,72000.0,1850.0,138.0,111.0,Mortgage,219200.0,180,6.14,Home Purchase,0.711,Online,999,B,677,7,12.0,144.0,25600.0,0.0,1,1,0,0,0.325
100697,625893,11,4,2019,Email,REF9481,Active3,9,3,1,1,55,33400.0,7.6,Full-time,Bachelor,Married,2,2783.33,644.19,183.0,0.297,0.2971940119760479,0.066,0.186,15828.6,15828.6,69271.4,827.19,9926.28,0.18263473053892215,21928.6,1956.14,TX,3.8,61000.0,1440.0,107.0,83.0,Credit Card,6100.0,0,16.87,Revolving Credit,0.0,Online,1003,U,722,9,17.0,204.0,85100.0,0.0,3,3,0,0,0.406
100698,594755,10,3,2018,Mail,REF0000,Active3,13,0,1,0,41,42000.0,9.3,Contract,High School,Married,0,3500.0,338.57,646.82,0.282,0.28154,0.185,0.357,28524.3,28524.3,51375.7,985.39,11824.68,0.4714285714285714,48324.3,2514.61,CA,5.2,75000.0,1560.0,165.0,124.0,Personal,19800.0,36,10.85,Home Improvement,0.0,Online,1049,Z,707,9,11.6,139.2,79900.0,0.0,4,4,0,0,0.295
100699,563562,16,2,2018,Phone,REF0000,Active,7,1,1,1,35,25900.0,6.9,Full-time,Advanced,Single,0,2158.0,814.61,418.35,0.571,0.5712555984555985,0.194,0.723,40560.3,40560.3,15539.7,1232.96,14795.52,0.6023166023166023,56160.3,925.37,CA,6.0,75000.0,1860.0,162.0,132.0,Personal,15600.0,48,12.98,Home Improvement,0.0,Broker,1047,N,667,14,14.0,168.0,56100.0,0.0,3,3,1,0,0.414
100700,591879,8,3,2022,Email,REF0000,Active2,14,1,0,0,46,25300.0,11.4,Self-employed,High School,Single,1,2108.33,418.75,2530.58,1.399,1.398891699604743,1.2,0.117,7511.4,7511.4,56688.6,2949.33,35391.96,12.936758893280633,334811.4,-841.0,CA,5.7,75000.0,1970.0,161.0,129.0,Mortgage,327300.0,360,8.56,Home Purchase,0.642,Online,1042,X,650,9,18.8,225.60000000000002,64200.0,0.0,1,1,0,0,0.377
100701,580212,8,1,2010,Email,REF0000,Active3,9,0,1,0,29,20000.0,3.5,Full-time,Bachelor,Divorced,0,1666.67,350.12,1253.54,0.962,0.9621959999999998,0.752,0.367,14056.1,14056.1,24243.9,1603.66,19243.92,11.1,236056.1,63.01,AZ,4.7,58000.0,1320.0,122.0,84.0,Mortgage,222000.0,360,5.45,Refinance,0.635,Online,1079,O,707,10,2.1,25.200000000000003,38300.0,0.0,3,3,0,0,0.212
100702,562253,1,6,2018,Email,REF0000,Active3,12,1,1,1,27,33800.0,9.4,Part-time,Some College,Single,2,2816.67,478.34,208.44,0.244,0.24382721893491124,0.074,0.392,7879.2,7879.2,12220.8,686.78,8241.36,0.22485207100591717,15479.2,2129.89,CA,5.5,75000.0,1850.0,162.0,135.0,Personal,7600.0,48,14.2,Home Improvement,0.0,Branch,1047,B,665,4,9.0,108.0,20100.0,0.0,0,0,0,0,0.262
100703,576919,13,6,2021,Phone,REF0000,Active1,7,1,1,1,33,84500.0,9.8,Full-time,Advanced,Married,1,7041.67,1373.17,784.15,0.306,0.3063649704142012,0.111,0.467,63278.5,63278.5,72221.5,2157.32,25887.840000000004,1.3822485207100592,180078.5,4884.346666666666,MD,4.6,84000.0,2250.0,128.0,115.0,Mortgage,116800.0,360,7.09,Home Purchase,0.758,Branch,1083,J,759,3,9.2,110.39999999999999,135500.0,0.0,0,0,0,0,0.14
100704,553583,23,2,2014,Email,REF0000,Active1,13,1,1,1,47,22600.0,3.0,Full-time,Graduate,Married,1,1883.33,308.21,406.4,0.379,0.3794389380530973,0.216,0.354,15611.4,15611.4,28488.6,714.6099999999999,8575.32,0.827433628318584,34311.4,1168.72,CA,5.4,75000.0,1710.0,170.0,127.0,Personal,18700.0,60,10.98,Debt Consolidation,0.0,Broker,1045,F,737,12,5.4,64.80000000000001,44100.0,0.0,2,2,0,0,0.354
100705,592907,12,0,2016,Email,REF4915,Active1,8,1,0,0,52,64200.0,6.8,Full-time,High School,Single,1,5350.0,1166.5,414.0,0.295,0.29542056074766354,0.077,0.431,40341.6,40341.6,53258.4,1580.5,18966.0,0.21495327102803738,54141.6,3769.5,PA,4.9,61000.0,1610.0,92.0,86.0,Credit Card,13800.0,0,17.99,Revolving Credit,0.0,Online,1016,T,731,15,6.3,75.6,93600.0,0.0,3,3,1,0,0.387
100706,547984,22,2,2017,Email,REF0000,A01,7,2,1,1,48,95500.0,5.3,Full-time,Bachelor,Single,0,7958.0,909.2,1049.25,0.246,0.24608795811518325,0.132,0.374,38222.8,38222.8,63977.2,1958.45,23501.4,0.23664921465968586,60822.8,5999.88,CA,5.7,75000.0,1970.0,161.0,125.0,Personal,22600.0,24,10.61,Major Purchase,0.0,Online,1041,U,762,11,9.6,115.19999999999999,102200.0,0.0,2,2,0,0,0.372
100707,597566,9,1,2020,Email,REF0000,Active1,12,1,0,1,55,45400.0,7.7,Full-time,Bachelor,Married,5,3783.33,206.86,3025.36,0.854,0.8543312775330397,0.8,0.517,35362.8,35362.8,33037.2,3232.2200000000003,38786.64,9.817180616740089,481062.8,551.11,CA,6.0,75000.0,1680.0,158.0,125.0,Mortgage,445700.0,360,7.2,Home Purchase,0.787,Online,1050,T,675,16,12.9,154.8,68400.0,0.0,2,2,0,0,0.47
100708,589911,1,5,2012,Phone,REF5562,Active1,6,2,1,1,26,34800.0,8.5,Full-time,Some College,Divorced,1,2900.0,562.94,2768.21,1.149,1.1486724137931035,0.955,0.766,66948.4,66948.4,20451.6,3331.15,39973.8,13.85632183908046,549148.4,-431.15,MI,5.6,57000.0,1290.0,98.0,78.0,Mortgage,482200.0,360,5.6,Home Purchase,0.752,Branch,1074,A,728,4,8.0,96.0,87400.0,0.0,2,2,0,0,0.195
100709,548444,8,2,2010,Phone,REF0000,Active1,15,4,1,1,45,60000.0,7.9,Full-time,Some College,Married,1,5000.0,956.43,2579.95,0.707,0.7072759999999999,0.516,0.606,69265.8,69265.8,45034.2,3536.38,42436.56,7.848333333333334,540165.8,1463.62,MA,3.9,81000.0,1670.0,149.0,120.0,Mortgage,470900.0,360,5.18,Refinance,0.877,Broker,1099,Y,763,19,5.3,63.599999999999994,114300.0,0.0,1,1,0,0,0.314
100710,630784,16,6,2013,Email,REF5866,A01,9,2,0,1,44,34500.0,7.6,Unknown,Graduate,Married,1,2875.0,467.4,2435.47,1.01,1.0096939130434783,0.847,0.296,8110.4,8110.4,19289.6,2902.87,34834.44,11.428985507246377,402410.4,-27.87,MO,4.1,55000.0,1330.0,92.0,77.0,Mortgage,394300.0,360,6.28,Home Purchase,0.794,Online,1054,J,713,12,11.2,134.39999999999998,27400.0,0.0,0,0,0,0,0.387
100711,602236,7,6,2022,Phone,REF0000,Active2,13,2,1,1,44,32100.0,4.4,Full-time,Advanced,Married,0,2675.0,574.47,202.95,0.291,0.2906242990654206,0.076,0.708,63153.6,63153.6,26046.4,777.42,9329.04,0.19314641744548286,69353.6,1897.58,CA,5.9,75000.0,1710.0,156.0,128.0,Personal,6200.0,36,10.99,Home Improvement,0.0,Branch,1049,M,803,14,0.1,1.2000000000000002,89200.0,0.0,2,2,1,0,0.196
100712,583538,11,3,2012,Mail,REF0000,Active3,14,4,0,0,44,23400.0,2.4,Full-time,Bachelor,Single,0,1950.0,651.69,1023.32,0.859,0.8589794871794872,0.525,0.385,25564.0,25564.0,40836.0,1675.0100000000002,20100.120000000003,5.1068376068376065,145064.0,274.99,WI,4.3,60000.0,1520.0,102.0,77.0,Mortgage,119500.0,180,6.23,Refinance,0.628,Broker,1097,W,709,4,16.6,199.20000000000002,66400.0,0.0,2,2,0,0,0.411
100713,613700,19,3,2021,Email,REF0000,Active1,13,1,1,0,36,54700.0,2.8,Full-time,High School,Married,1,4558.33,1296.18,162.0,0.32,0.3198932358318099,0.036,0.618,33063.0,33063.0,20437.0,1458.18,17498.16,0.09872029250457039,38463.0,3100.15,WA,4.8,78000.0,1790.0,159.0,128.0,Credit Card,5400.0,0,17.36,Revolving Credit,0.0,Broker,1052,T,721,16,18.0,216.0,53500.0,0.0,3,3,0,0,0.496
100714,587166,3,2,2020,Email,REF0000,Active3,7,4,0,0,57,45400.0,5.6,Full-time,High School,Divorced,1,3783.33,1171.98,289.47,0.386,0.3862863436123348,0.077,0.183,0.0,6148.8,27451.2,1461.45,17537.4,0.30176211453744495,19848.8,2321.88,TN,3.7,53000.0,1290.0,103.0,81.0,Personal,13700.0,60,9.76,Major Purchase,0.0,Online,1071,M,837,10,4.5,54.0,33600.0,0.0,4,4,0,0,0.285
100715,605007,20,0,2016,Mail,REF0000,A01,7,1,0,1,35,64400.0,0.5,Full-time,Graduate,Single,1,5367.0,1999.96,2894.16,0.912,0.9119478260869565,0.539,0.161,27128.5,27128.5,141371.5,4894.12,58729.44,4.96583850931677,346928.5,472.5466666666671,IN,4.5,55000.0,1310.0,92.0,77.0,Mortgage,319800.0,180,7.11,Home Purchase,0.687,Branch,1045,M,682,10,10.9,130.8,168500.0,0.0,2,2,0,0,0.385
100716,565636,14,0,2013,Email,REF0000,Active,5,1,1,1,30,50400.0,1.7,Part-time,Some College,Single,3,4200.0,1221.78,468.62,0.402,0.4024761904761905,0.112,0.591,43261.2,43261.2,29938.8,1690.4,20284.800000000003,0.2777777777777778,57261.2,2509.6,NC,4.1,54000.0,1330.0,109.0,85.0,Personal,14000.0,36,12.54,Debt Consolidation,0.0,Online,1048,S,692,6,7.7,92.4,73200.0,0.0,2,2,0,0,0.177
100717,638981,23,2,2019,Email,REF0000,Active3,9,0,0,1,70,49200.0,5.2,Full-time,Bachelor,Married,0,4100.0,235.38,210.61,0.109,0.1087780487804878,0.051,0.408,42309.6,42309.6,61390.4,445.99,5351.88,0.2032520325203252,52309.6,3654.01,VA,3.5,74000.0,1650.0,130.0,110.0,Personal,10000.0,60,9.62,Home Improvement,0.0,Branch,1089,N,760,10,5.0,60.0,103700.0,0.0,0,0,0,0,0.179
100718,612094,12,1,2013,Phone,REF8999,Active2,6,1,0,1,37,65900.0,4.0,Full-time,Bachelor,Single,0,5492.0,1353.43,78.0,0.261,0.26065493171471926,0.014,0.576,95846.4,95846.4,70553.6,1431.43,17177.16,0.03945371775417299,98446.4,4060.24,VA,3.5,74000.0,1580.0,127.0,112.0,Unknown,2600.0,0,17.76,Revolving Credit,0.0,Branch,1080,U,739,16,9.1,109.19999999999999,166400.0,0.0,1,1,0,0,0.292
100719,641178,6,0,2015,Phone,REF8876,Active1,4,3,1,1,26,29900.0,2.3,Full-time,Bachelor,Married,1,2491.67,854.06,3151.13,1.607,1.6074341137123747,1.265,0.655,31505.5,31505.5,16594.5,4005.19,48062.28,18.872909698996654,595805.5,-1513.52,TN,4.2,53000.0,1160.0,107.0,71.0,Mortgage,564300.0,360,5.35,Home Purchase,0.79,Branch,1072,S,662,4,8.0,96.0,48100.0,0.0,0,0,0,0,0.297
100720,555654,0,2,2014,Email,REF0000,Active1,12,1,1,0,56,46400.0,7.1,Full-time,High School,Single,2,3866.67,837.18,389.83,0.317,0.31733017241379313,0.101,0.483,44725.8,44725.8,47874.2,1227.01,14724.119999999999,0.1810344827586207,53125.8,2639.6566666666668,NC,4.3,54000.0,1450.0,108.0,84.0,Personal,8400.0,24,10.57,Debt Consolidation,0.0,Online,1054,V,683,13,15.0,180.0,92600.0,0.0,1,1,0,0,0.501
100721,571502,1,2,2018,Phone,REF0000,Active2,10,0,1,0,40,30500.0,10.6,Full-time,High School,Married,2,2541.67,845.72,1568.35,0.95,0.9497980327868852,0.617,0.32,24672.0,24672.0,52428.0,2414.0699999999997,28968.839999999997,6.180327868852459,213172.0,127.6,IL,5.1,65000.0,1370.0,93.0,75.0,Mortgage,188500.0,180,5.78,Refinance,0.819,Branch,1071,Z,714,12,17.7,212.39999999999998,77100.0,0.0,3,3,0,0,0.457
100722,641320,13,6,2012,Email,REF8035,Active2,10,3,1,0,39,56500.0,4.6,Full-time,High School,Single,1,4708.0,1067.89,551.86,0.344,0.34401769911504426,0.117,0.394,41921.6,41921.6,64478.4,1619.75,19437.0,0.30973451327433627,59421.6,3088.583333333333,CA,5.5,75000.0,1810.0,156.0,121.0,Personal,17500.0,36,8.43,Home Improvement,0.0,Branch,1041,E,766,5,11.6,139.2,106400.0,0.0,0,0,0,1,0.274
100723,602802,6,5,2011,Email,REF0000,Active2,7,2,1,0,25,21800.0,0.9,Full-time,Bachelor,Single,0,1816.67,707.0,207.0,0.503,0.5031192660550459,0.114,0.327,15172.8,15172.8,31227.2,914.0,10968.0,0.3165137614678899,22072.8,902.6666666666667,PA,4.9,61000.0,1550.0,98.0,82.0,Credit Card,6900.0,0,19.4,Revolving Credit,0.0,Broker,1016,P,655,7,7.0,84.0,46400.0,0.0,0,0,0,0,0.259
100724,560423,23,1,2013,Phone,REF0000,Active,10,4,0,1,43,64900.0,2.5,Full-time,Graduate,Married,1,5408.33,1171.83,366.0,0.284,0.28434453004622495,0.068,0.328,32603.2,32603.2,66796.8,1537.83,18453.96,0.18798151001540833,44803.2,3870.5,FL,4.7,55000.0,1390.0,119.0,94.0,Unknown,12200.0,0,16.5,Revolving Credit,0.0,Online,1084,X,810,16,12.3,147.60000000000002,99400.0,0.0,1,1,0,0,0.473
100725,573321,0,3,2021,Email,REF0000,Active2,9,4,1,0,43,106900.0,2.1,Contract,Advanced,Single,1,8908.33,1658.76,559.48,0.249,0.24900729653882128,0.063,0.403,104417.3,104417.3,154682.7,2218.24,26618.879999999997,0.11412535079513564,116617.3,6690.093333333334,NJ,5.4,82000.0,1930.0,130.0,118.0,Personal,12200.0,24,9.38,Debt Consolidation,0.0,Online,1014,I,764,11,14.8,177.60000000000002,259100.0,0.0,2,2,0,0,0.402
100726,552697,9,0,2011,Mail,REF0000,A01,5,2,1,0,21,20000.0,3.9,Full-time,High School,Single,3,1666.67,498.18,573.04,0.643,0.642732,0.344,0.479,9388.4,9388.4,10211.6,1071.22,12854.64,0.855,26488.4,595.45,WI,4.1,60000.0,1280.0,101.0,81.0,Personal,17100.0,36,12.62,Major Purchase,0.0,Online,1096,C,669,12,3.0,36.0,19600.0,0.0,4,4,0,0,0.232
100727,573409,21,5,2017,Phone,REF0000,A01,6,2,1,1,25,41900.0,7.6,Full-time,Some College,Married,0,3491.67,371.43,192.0,0.161,0.161364200477327,0.055,0.402,31918.8,31918.8,47481.2,563.43,6761.160000000001,0.15274463007159905,38318.8,2928.24,AZ,4.7,58000.0,1620.0,110.0,96.0,Credit Card,6400.0,0,19.92,Revolving Credit,0.0,Branch,1087,V,671,9,2.0,24.0,79400.0,0.0,1,1,0,0,0.16
100728,558128,8,4,2016,Phone,REF0000,Active3,11,1,1,0,46,41500.0,3.5,Full-time,Some College,Married,1,3458.33,960.1,412.67,0.397,0.39694554216867467,0.119,0.88,55352.0,55352.0,7548.0,1372.77,16473.239999999998,0.38072289156626504,71152.0,2085.56,TX,4.4,61000.0,1330.0,104.0,92.0,Personal,15800.0,48,11.56,Other,0.0,Broker,997,M,701,13,3.1,37.2,62900.0,0.0,2,2,0,0,0.327
100729,628450,10,1,2020,Phone,REF0000,Active3,6,1,1,0,32,35800.0,9.9,Full-time,Some College,Married,3,2983.33,642.16,420.0,0.356,0.35603128491620106,0.141,0.569,45861.4,45861.4,34738.6,1062.1599999999999,12745.919999999998,0.39106145251396646,59861.4,1921.1733333333336,PA,4.4,61000.0,1320.0,99.0,78.0,Credit Card,14000.0,0,18.2,Revolving Credit,0.0,Online,1018,Z,661,7,0.0,0.0,80600.0,0.0,2,2,0,0,0.092
100730,559486,22,3,2016,Email,REF3129,Active3,13,5,0,0,52,43900.0,6.5,Full-time,High School,Married,1,3658.33,1440.61,1122.81,0.701,0.7007070615034169,0.307,0.171,22760.1,22760.1,110339.9,2563.42,30761.04,0.7585421412300684,56060.1,1094.91,OH,4.2,56000.0,1550.0,83.0,80.0,Personal,33300.0,36,13.05,Debt Consolidation,0.0,Online,1041,D,710,5,11.3,135.60000000000002,133100.0,0.0,3,3,0,0,0.209
100731,591013,4,1,2015,Email,REF0000,A01,5,3,1,1,25,64600.0,7.0,Full-time,Graduate,Married,4,5383.0,1269.04,1625.92,0.538,0.5377634674922601,0.302,0.217,28036.4,28036.4,101163.6,2894.96,34739.520000000004,3.6315789473684212,262636.4,2488.37,CA,5.4,75000.0,2100.0,156.0,125.0,Mortgage,234600.0,360,7.41,Home Purchase,0.942,Direct Mail,1041,C,699,0,7.0,84.0,129200.0,0.0,1,1,0,0,0.26
100732,591555,16,6,2012,Email,REF0000,A01,9,1,1,1,71,27700.0,9.8,Full-time,Some College,Married,2,2308.33,520.81,3113.52,1.574,1.574438989169675,1.349,0.23,8993.0,8993.0,30107.0,3634.33,43611.96,17.47292418772563,492993.0,-1326.0,WI,4.3,60000.0,1520.0,113.0,96.0,Mortgage,484000.0,360,6.67,Home Purchase,0.736,Online,1092,I,741,9,1.8,21.6,39100.0,0.0,1,1,0,0,0.233
100733,556333,3,3,2021,Email,REF0000,A01,7,1,1,1,37,46900.0,8.1,Full-time,Bachelor,Single,1,3908.33,1255.49,194.65,0.371,0.37103795309168447,0.05,0.31,16988.0,16988.0,37812.0,1450.14,17401.68,0.1279317697228145,22988.0,2458.19,OH,4.5,56000.0,1270.0,88.0,70.0,Personal,6000.0,36,10.37,Medical,0.0,Direct Mail,1040,F,740,15,8.4,100.80000000000001,54800.0,0.0,1,1,0,0,0.433
100734,628282,9,0,2015,Email,REF5799,A01,6,3,0,1,44,50300.0,7.9,Full-time,High School,Married,0,4192.0,717.79,348.0,0.254,0.25426401590457254,0.083,0.713,97609.7,97609.7,39290.3,1065.79,12789.48,0.23061630218687873,109209.7,3125.876666666667,WI,4.2,60000.0,1360.0,97.0,80.0,Credit Card,11600.0,0,17.86,Revolving Credit,0.0,Online,1089,F,686,9,18.0,216.0,136900.0,0.0,2,2,0,1,0.41
100735,561921,4,0,2018,Phone,REF6742,Active1,10,6,1,0,41,65700.0,4.8,Full-time,Bachelor,Divorced,2,5475.0,794.1,60.0,0.156,0.156,0.011,0.526,77269.4,77269.4,69630.6,854.1,10249.2,0.030441400304414,79269.4,4620.9,IN,4.3,55000.0,1450.0,101.0,78.0,Credit Card,2000.0,0,18.06,Revolving Credit,0.0,Broker,1038,E,766,9,13.0,156.0,146900.0,0.0,1,1,1,0,0.42
100736,595624,5,2,2015,Mail,REF2517,A01,8,2,1,0,25,48200.0,5.5,Full-time,Advanced,Single,0,4016.67,579.02,3374.14,0.984,0.9841892116182572,0.84,0.483,42793.8,42793.8,45806.2,3953.16,47437.92,11.53941908713693,598993.8,63.50666666666666,MA,3.9,81000.0,1800.0,152.0,122.0,Mortgage,556200.0,360,6.11,Refinance,0.873,Broker,1097,L,722,3,2.4,28.799999999999997,88600.0,0.0,2,2,0,0,0.224
100737,630708,5,5,2014,Phone,REF0000,Active2,16,3,1,0,46,28400.0,6.1,Unknown,Some College,Divorced,1,2367.0,162.47,2533.79,1.139,1.1392647887323943,1.071,0.512,35276.8,35276.8,33623.2,2696.26,32355.119999999995,9.049295774647888,292276.8,-329.59,NY,4.9,72000.0,2010.0,141.0,111.0,Mortgage,257000.0,180,8.52,Refinance,0.859,Branch,997,B,662,9,14.2,170.39999999999998,68900.0,1.0,3,3,1,0,0.287
100738,619147,1,2,2023,Email,REF0000,A01,6,0,1,0,47,50200.0,6.9,Full-time,High School,Married,0,4183.0,914.77,1773.09,0.643,0.6425163346613546,0.424,0.294,18786.6,18786.6,45113.4,2687.86,32254.319999999996,5.1673306772908365,278186.6,1495.4733333333334,MO,4.3,55000.0,1260.0,89.0,73.0,Mortgage,259400.0,360,7.27,Home Purchase,0.649,Online,1060,L,701,17,8.9,106.80000000000001,63900.0,0.0,0,0,1,0,0.372
100739,616614,16,0,2015,Mail,REF0000,Active2,7,1,1,0,25,36100.0,5.5,Full-time,High School,Married,1,3008.0,862.47,1403.93,0.753,0.7533739612188366,0.467,0.663,60730.8,60730.8,30869.2,2266.4,27196.800000000003,4.094182825484765,208530.8,741.9333333333334,NY,5.0,72000.0,1730.0,142.0,106.0,Mortgage,147800.0,180,7.9,Refinance,0.731,Branch,1001,B,695,9,7.0,84.0,91600.0,0.0,1,1,0,0,0.222
100740,551067,7,4,2011,Email,REF4490,Active3,4,3,1,1,27,67500.0,3.5,Full-time,Advanced,Married,3,5625.0,747.69,144.0,0.159,0.15852266666666667,0.026,0.617,63180.8,63180.8,39219.2,891.69,10700.28,0.07111111111111111,67980.8,4733.31,TX,4.1,61000.0,1430.0,101.0,81.0,Unknown,4800.0,0,17.77,Revolving Credit,0.0,Online,1005,K,741,8,9.0,108.0,102400.0,0.0,2,2,0,0,0.284
100741,590506,4,0,2015,Phone,REF0000,Active1,8,3,1,0,37,20000.0,4.8,Full-time,High School,Married,3,1666.67,99.77,315.0,0.249,0.24886199999999997,0.189,0.695,22935.0,22935.0,10065.0,414.77,4977.24,0.525,33435.0,1251.9,NY,5.3,72000.0,1680.0,139.0,113.0,Credit Card,10500.0,0,19.23,Revolving Credit,0.0,Online,1005,E,610,11,17.7,212.39999999999998,33000.0,0.0,4,4,0,0,0.447
100742,601541,4,0,2018,Phone,REF0000,Active3,9,4,1,0,43,58500.0,3.3,Full-time,Bachelor,Married,2,4875.0,1284.39,922.55,0.453,0.45270564102564104,0.189,0.685,111107.0,111107.0,51093.0,2206.94,26483.28,0.4683760683760684,138507.0,2668.06,MD,4.2,84000.0,1910.0,126.0,111.0,Personal,27400.0,36,12.95,Home Improvement,0.0,Online,1077,W,715,11,19.9,238.79999999999998,162200.0,0.0,0,0,0,0,0.511
100743,553330,8,2,2018,Email,REF0000,A01,14,3,1,1,43,38400.0,9.5,Part-time,Bachelor,Single,1,3200.0,765.71,820.05,0.496,0.49555,0.256,0.449,44406.1,44406.1,54493.9,1585.76,19029.12,0.6328125,68706.1,1614.24,FL,4.9,55000.0,1220.0,113.0,88.0,Personal,24300.0,36,13.11,Debt Consolidation,0.0,Online,1086,N,683,11,6.0,72.0,98900.0,0.0,1,1,0,0,0.266
100744,625981,20,6,2023,Email,REF0000,Active3,10,2,1,0,42,20000.0,2.8,Self-employed,High School,Divorced,0,1666.67,570.25,689.96,0.756,0.756126,0.414,0.278,4364.6,4364.6,11335.4,1260.21,15122.52,1.28,29964.6,406.46,NC,4.0,54000.0,1250.0,114.0,102.0,Personal,25600.0,48,13.25,Home Improvement,0.0,Online,1053,G,703,12,18.2,218.39999999999998,15700.0,0.0,2,2,0,0,0.469
100745,599440,15,3,2021,Email,REF0000,Active2,11,0,0,1,41,107200.0,7.0,Full-time,Graduate,Married,0,8933.33,2385.75,99.0,0.278,0.2781436567164179,0.011,0.428,51745.2,51745.2,69154.8,2484.75,29817.0,0.030783582089552237,55045.2,6448.58,OH,5.1,56000.0,1150.0,89.0,77.0,Credit Card,3300.0,0,17.8,Revolving Credit,0.0,Online,1041,V,706,2,13.6,163.2,120900.0,0.0,2,2,0,0,0.262
